text|label
'В пятый раз на федеральной территории «Сириус» проходят матчи самого престижного, самого красивого, самого захватывающего детского хоккейного турнира страны – Sirius Sochi Cup. Двенадцать команд, сотни юных хоккеистов и болельщиков – мы стараемся сделать всё, чтобы воспоминания о нашем турнире согревали его участников много лет  Хоккей сближает людей. Пусть на льду олимпийских арен «Сириуса» для каждого юного хоккеиста начнётся путь к своей главной мечте!  Яркая церемония открытия Sirius Sochi Cup-2025 и гала-матч турнира. Смотрим!'|0
'Сергею Попову — 25  Поздравляем нашего нападающего с днём рождения и желаем от всей души крепкого здоровья, ещё больше безумно красивых заброшенных шайб и всегда яркой улыбки!  Присоединяйтесь в комментариях'|0
'На льду дворца спорта «Большой» состоялась яркая и торжественная церемония открытия пятого международного детского турнира Sirius Sochi Cup  Участники и многочисленные болельщики увидели завораживающую игру света и музыки и громкими аплодисментами наградили каждую команду, приехавшую на черноморское побережье. Гостей турнира приветствовали глава администрации федеральной территории «Сириус» Дмитрий Плишкин и генеральный директор «Сочи» Сергей Воропаев. После завершения официальной церемонии состоялся гала-матч, в котором встретились сборная Сириуса и сборная всех команд турнира. Игроки приняли участие в эстафете хоккейного мастерства, а затем сыграли три периода, порадовав зрителей вдохновенной игрой. Вместе с юными хоккеистами на лёд вышли игроки хоккейного клуба «Сочи» Евгений Волохин и Никита Баклашёв.  В четверг, 27 марта, в арене «Шайба» состоятся матчи второго игрового дня Sirius Sochi Cup.'|0
'Защитник «Сочи» Никита Баклашёв попал в символическую сборную новичков КХЛ по итогам последнего месяца регулярного чемпионата. В марте 20-летний игрок провёл 10 матчей и забросил первую шайбу на высшем уровне  t.me/khl_official_telegram/36187'|0
'Теперь вы знаете, как провести этот вечер  t.me/siriussochicup/423'|0
'Нет, ну какой красавец, а! Капибара – добрый маскот БК «Лига Ставок» - примчался на заключительный матч сезона, чтобы позажигать на трибунах «Большого», порадовать детей и взрослых и сделать наш мир чуть ярче!  Наша камера запечатлела удивительные мгновения из жизни Капибары'|0
'Внимание! Все игры международного детского турнира Sirius Sochi Cup-2025 смотрите в прямой трансляции в официальной группе ДЮСШ «Сочи» в ВК. Трансляции пройдут с комментатором  Начало каждого игрового дня в 8 часов 30 минут по московскому времени.  Завтра начинаем! Всем командам – удачи!'|0
'Контракт Сергея Зубова расторгнут.  В связи с неудовлетворительными спортивными результатами сезона-2024/2025 контракт Сергея Зубова расторгнут по инициативе клуба.  Команда заняла последнее место в конференции «Запад», потеряв шансы на выход в плей-офф за месяц до конца регулярного чемпионата. По набранным очкам клуб показал результат хуже, чем в сезоне-2023/2024.  Клуб благодарит Сергея Александровича за работу и желает успехов в дальнейшей тренерской карьере'|0
'Наш краш – Евгений Волохин!  Голкипер «Сочи» снова возглавил еженедельный хит-парад КХЛ! В матче с минским «Динамо» он сделал лучший сэйв заключительной недели регулярки. Точнее, даже два сэйва — сначала уберёг ворота от броска в пустой угол, а потом и от добивания.  Ки-иии-и-даем огоньки прямо сюда'|0
'Сегодня пришла печальная новость о смерти Андрея Мартемьянова, прекрасного в прошлом игрока, а затем тренера, работавшего в КХЛ в «Сибири», «Автомобилисте», «Амуре». Его уважали и ценили в хоккейном мире, в общении с окружающими Андрей Алексеевич был честен и открыт, все его команды отличались спортивной злостью и неуступчивостью.  Большое горе, наш хоккей потерял отличного специалиста и прекрасного человека. Хоккейный клуб «Сочи» выражает соболезнования родным, близким, всем, кто знал и любил Андрея Мартемьянова'|0
'Международный детский турнир Sirius Sochi Cup пройдёт в пятый раз  С 26 по 31 марта на федеральной территории Сириус пройдёт один из самых представительных детских хоккейных турниров — Sirius Sochi Cup-2025. В соревнованиях на арене «Шайба» примут участие 12 команд, составленных из игроков 2016 года рождения: ДЮСШ «Сочи-1» (Сочи), ДЮСШ «Сочи-2» (Сочи), «Вулкан» (Петропавловск-Камчатский), «Авто-Спартаковец-1» (Екатеринбург), «Авто-Спартаковец-2» (Екатеринбург), «Кристалл» (Балаково), ХК «Альфа» (Санкт-Петербург), ШВСМ «Гранит-1» (Московская область), ШВСМ «Гранит-2» (Московская область), «Южные Пингвины» (Симферополь), СШОР им. В.М. Боброва (Московская область), а также команда HC Buzadam, представляющая Турецкую Республику.  На первом этапе турнира 12 команд сыграют в один круг «каждый с каждым». По результатам этапа определятся три «четвёрки»: 1–4 места, 5–8 места и 9–12 места. На втором этапе в каждой «четвёрке» команды проведут по две игры по системе «плей-офф» и определят итоговые места с 1-го по 12-е. В рамках несоревновательной части Sirius Sochi Cup участники пройдут специальное тестирование в ресурсном центре междисциплинарных исследований спорта университета «Сириус», а также примут участие в насыщенной экскурсионной программе.  Открытие турнира состоится во Дворце спорта «Большой» 26 марта в 18:45. Вход для зрителей свободный с 17:45, входная группа С.  Турнир организован Образовательным Фондом «Талант и успех», хоккейным клубом «Сочи» при поддержке администрации федеральной территории Сириус.  Сергей Воропаев, генеральный директор ХК «Сочи»:  Нынешний хоккейный сезон для нас особый – мы отмечаем 10-летие создания самого южного профессионального клуба страны, ставшего неотъемлемой частью наследия Олимпиады 2014 года. В нашей детской школе занимаются мальчишки семи возрастов, и они уже становятся победителями всероссийских соревнований. Так что скоро и в КХЛ появятся первые воспитанники школы. Образовательный фонд «Талант и успех», администрация федеральной территории Сириус и наш клуб делают всё возможное, чтобы у школы были самые современные условия для занятий хоккеем и достойный соревновательный уровень.  В этом году нам удалось собрать очень сильный состав участников, поэтому у ребят будет прекрасная возможность проникнуться атмосферой хоккея высочайшего соревновательного уровня. Мы особо рады приветствовать наших новых гостей и южных соседей – команду Buzadam из Турецкой Республики. Уверен, что они получат огромный опыт от соперничества на льду и удовольствие от нашего гостеприимства.  Желаю всем участникам Sirius Sochi Cup-2025 здоровья, высочайшего соревновательного настроя и честной спортивной борьбы!   Все новости турнира – в официальном телеграм-канале Sirius Sochi Cup-2025.'|0
'Наш Лео умеет исполнять мечты'|0
'В честь 10-летия клуба в этом сезоне мы явили миру эксклюзивный комплект формы, который призван з...'|0
'Контракт Сергея Зубова расторгнут. В связи с неудовлетворительными спортивными результатами сезо...'|0
'Наш краш – Евгений Волохин! Голкипер «Сочи» снова возглавил еженедельный хит-парад КХЛ! В матче...'|0
'Отличная случилась игра с болельщиками Факела   Каждая команда забила по 3 мяча и определять победителей пришлось серией пенальти   Со счетом 3:2 победили черно-зеленые   Мы-быки! Нас не остановить '|0
'"Наши ""Быки"" готовы к завтрашнему матчу   @krasnodarfan"'|0
'Наши Девчонки проиграли #КраснодарЗенит 0:1'|0
'Спасибо за поддержку, чёрно-зелёные!'|0
'https://rutube.ru/video/dc53ee003c14ddfc1131584582e05438/'|0
'Стартовый состав нашей команды на матч против «Зенита»'|0
'Готовимся к матчу на лучшем газоне лучшего стадиона '|0
'Как сообщает «РБ Спорт» Эдуард Сперцян пропустит матч 22-го тура Росссийской Премьер-лиги (РПЛ) с «Факелом».  По данным источника, ожидается, что Эдуард вернётся в общую группу на следующей неделе. В настоящее время Сперцян тренируется по индивидуальной программе.   @krasnodarfan'|0
'Черно-Зеленая Семья, хороших и весёлых Вам выходных! И надеемся победных!   @krasnodarfan'|0
'"День матча!   #КраснодарЗенит   Winline Суперлига, 4-й тур  Малая арена 15:00  Трансляцию встречи смотрите VK-видео и в приложении Winline Трансляция будет доступна ровно в 15:00 – со стартовым свистком."'|0
'Александр не отстает от ребят, тоже держит себя в форме   @krasnodarfan'|0
'Виктор Са тоже хорош   @krasnodarfan'|0
'Наш Кэп тренирует и готовится возвращению)   @krasnodarfan'|0
'Прекрасна погода сегодня    @krasnodarfan'|0
'"Известный российский экс-футболист Игорь Колыванов высказался ""Чемпионату"" о чемпионской гонке в текущем сезоне РПЛ.  «Спартаку» надо думать не только о себе, но и о «Краснодаре», который сейчас будет играть с «Факелом». У «быков» очень хороший шанс выиграть чемпионат России. Любая потеря очков «Спартаком» и «Зенитом» приблизит «Краснодар» к золотым медалям. Красно-белым и питерцам предстоят сложные матчи, ведь «Ахмат» и «Рубин» не подарок. У нас интересный чемпионат на нервах, поэтому так много говорят об этих командах»   @krasnodarfan"'|0
'16 марта 2025 года собираемся на выезд в Ростов-на-Дону. В автобусе осталось несколько свобод...'|0
'Фото с матча  @krasnodarfan'|0
'Официально мы на третьем месте Согласно данным Премьер-лиги, по дополнительным показателям ли...'|0
'Турнирная таблица РПЛ Для чемпионства больше осечек допускать нельзя  @krasnodarfan'|0
'https://rutube.ru/video/c9f284c99bc6c9a2be58286e7da8fe7f/'|0
'В воскресенье, 30 марта, наша команда в рамках 5 тура второго этапа LEON-Второй Лиги А проведет домашний матч против команды «Волгарь» Астрахань.   Игра начнется в 16:00 и будет транслироваться в прямом эфире на VK Видео и телеканале «Кубань 24».  На матче работает судейская бригада в следующем составе:   Главный судья: Владимир Шамара (Ростов-на-Дону) Первый помощник: Константин Наприенко (Новосибирск) Второй помощник: Роман Селезнёв (Воронеж) Резервный судья: Владислав Шипков (Белореченск) Инспектор: Игорь Котковский (Москва) Делегат: Юрий Евгеньевич Кузнецов (Москва)   Приглашаем всех болельщиков на стадион «Кубань»! Вперёд, Кубань!  #КубаньВолгарь'|0
'Готовимся к матчу с «Волгарем»  #КубаньВолгарь'|0
'Только Мы и только Победа!   Ведь вместе #МЫКубань !  #КубаньВолгарь'|0
'Сегодня свой день рождения отмечает полузащитник профессионального футбольного клуба «Кубань» Егор Кравчук! Ему исполняется 19 лет.   Профессиональный футбольный клуб «Кубань» поздравляет Егора с днём рождения и желает самого крепкого здоровья, светлой любви, личного счастья, достижения всех поставленных целей и фееричного успеха в жёлто-зелёной футболке! Всегда стремись быть лучшим и следуй своей мечте!  #ЕгорКравчук'|0
'Наши тренировки в объективе клубного фотографа    Парни отработали огромное количество упражнений различного игрового характера    Ещё больше фотографий по ссылке в нашей официальной группе ВКонтакте   #ПФККубань #МЫКубань'|0
'Сегодня свой день рождения отмечает полузащитник профессионального футбольного клуба «Кубань» Георгий Махатадзе! Ему исполняется 27 лет.   Профессиональный футбольный клуб «Кубань» поздравляет Георгия с днём рождения и желает ему крепкого здоровья, семейного благополучия, высоких спортивных результатов и победы за победой! Никогда не останавливайся на достигнутом и постоянно совершенствуй своё мастерство!  #ГеоргийМахатадзе'|0
'Профессиональный футбольный клуб «Кубань» открывает продажу билетов на матч 5 тура LEON-Второй лиги А сезона 2024/25 гг. «Кубань» х «Волгарь», который состоится 30 марта в 16:00 на нашем стадионе.   Билеты приобрести можно в режиме online на нашем сайте и в сервисе «Яндекс Афиша»   Также билеты будут доступны и в кассах стадиона «Кубань». Время работы касс, начиная с пятницы (28.03):  пятница (28.03) - с 14:00 до 19:00 суббота (29.03) - с 14:00 до 19:00 воскресенье (30.03) - с 11:00 до 16:45  В продажу поступят билеты на нижние секторы Западной трибуны.  Ценовая политика:  Запад (1,6) - 150 рублей Запад (2,5) - 300 рублей VIP (3-4) - 500 рублей VIP (2-4, 2-3) - 500 рублей Семейный сектор - 200 рублей  #КубаньВолгарь'|0
'Настало время взглянуть, как же выглядит сборная четвертого тура в «Золоте», которую мы собрали с друзьями из Рейтинга Букмекеров  А как выглядит ваша версия топа? Делитесь в комментах'|0
'Сегодня свой день рождения отмечает полузащитник профессионального футбольного клуба «Кубань» Аркадий Солоп! Ему исполняется 22 года.   Профессиональный футбольный клуб «Кубань» поздравляет Аркадия с днём рождения и желает наикрепчайшего здоровья, красивых финтов как в игре, так и в жизни, постоянной поддержки любимых людей и постоянного оптимизма! Владей не только мячом, но и большими возможностями для побед!  #АркадийСолоп'|0
'Сегодня свой день рождения отмечает бывший защитник футбольного клуба «Кубань», экс-капитан команды Ивайло Петков! Ему исполняется 49 лет.   В 2004 году Ивайло перешёл в «Кубань», за которую сыграл 43 матча, забил 2 мяча и являлся лидером команды. Далее последовал переход в турецкий «Анкарагюджю», но спустя несколько лет, а именно летом 2007 года защитник снова вернулся в «Кубань». Ивайло Петков - автор 1000-го гола «Кубани» в российской истории клуба!   Профессиональный футбольный клуб «Кубань» поздравляет Ивайло с днём рождения и желает крепкого здоровья, бодрости духа и благополучия! Желаем Вам реализации всех Ваших замыслов и начинаний!  #ИвайлоПетков'|0
'Иван Темников покидает «Кубань».   Трудовые отношения прекращены по соглашению сторон.   Темников дебютировал в «Кубани» в сезоне 2023/24 гг.. За прошедшее время он сыграл в жёлто-зелёной футболке 43 матча, в которых отличился 2 раза и ещё четырежды отдал голевую передачу.   Профессиональный футбольный клуб «Кубань» благодарит Ивана Темникова за время, проведённое в команде.  Мы желаем Ивану удачи и успехов в дальнейшей карьере футболиста!  #ИванТемников'|0
'Сегодня свой день рождения отмечает полузащитник профессионального футбольного клуба «Кубань» Родион Печура! Ему исполняется 21 год.   Профессиональный футбольный клуб «Кубань» поздравляет Родиона с днём рождения и желает ему стального здоровья, профессиональных успехов, большой уверенности в себе и постоянного оптимизма! Пусть тебя ожидает множество спортивных побед и личных достижений!  #РодионПечура'|0
'Обзор победного матча в Миассе!   Смотреть - https://vk.com/video-139174916_456243599  #ТорпедоМиассКубань'|0
'" LEON-Вторая лига А  4 тур  «Торпедо Миасс» - «Кубань»  Пресс-конференция Андрея Сосницкого  #ТорпедоМиассКубань #АндрейСосницкий"'|0
